timestamp,X  camera,Y  camera,Z  camera,qX camera,qY camera,qZ camera,qW camera,distance ,angle   Z
timestamp,X  camera,Y  camera,Z  camera,qX camera,qY camera,qZ camera,qW camera,distance ,angle   Z
2014-07-10 17:13:55,0.28228239988298026,0.10589191917135689,0.7719913314445791,-0.5913631637893907,-0.32536193723277196,0.6995467063885366,-0.23465639538288888,0.8287744371389973,21.33243348259329
2014-07-10 17:13:55,0.23270579488754717,0.10509172469441083,0.7693998954405095,-0.6024666011321156,-0.34370147489918756,0.6727982944766326,-0.2573824889571431,0.8106617399861411,18.359110718409895
2014-07-10 17:13:55,0.1407124672901423,0.08028848546835368,0.7539157468483091,-0.617199112563053,-0.3854332155402384,0.6185996412618707,-0.2963797827794212,0.7711259253166924,12.127707521457733
2014-07-10 17:13:55,-0.08423319789028626,0.0774147713081044,0.7044004122388534,0.656761315929597,0.3852578251142533,-0.518327487339168,0.38932967772226656,0.7136303098984633,9.225047909355991
2014-07-10 17:13:55,0.049591121427999596,-0.050618680943277816,0.7020439464409913,0.6382625195605776,0.45880101136668383,-0.5496184003874353,0.282917306025362,0.7056112477273626,5.763786914704523
2014-07-10 17:13:55,0.049591121427999596,-0.050618680943277816,0.7020439464409913,0.6382625195605776,0.45880101136668383,-0.5496184003874353,0.282917306025362,0.7056112477273626,5.763786914704523
2014-07-10 17:13:55,0.025406820615598125,0.029745805531556785,0.705525492396619,0.6345771268509972,0.4152659519212603,-0.5674518850058978,0.3207248313675079,0.7066091846997221,3.173631556719362
2014-07-10 17:13:55,0.03722503944724789,-0.033892921587006075,0.699766471848881,0.652602068835897,0.4259304914052665,-0.5626549206217341,0.2758862021604659,0.7015750486009197,4.114929277388654
2014-07-10 17:13:55,0.03722503944724789,-0.033892921587006075,0.699766471848881,0.652602068835897,0.4259304914052665,-0.5626549206217341,0.2758862021604659,0.7015750486009197,4.114929277388654
2014-07-10 17:13:55,-0.04972653769599576,0.08326035499984549,0.688702231971797,0.6636497941001682,0.3510198190400064,-0.5588099866032085,0.35225762774487585,0.6954967861815513,8.015391693056964
2014-07-10 17:13:55,-0.051158454391130835,0.08566203966418723,0.6863644609171274,0.666053258290027,0.34356548264786196,-0.561838812499922,0.3502470057300387,0.6935786514197053,8.271051674929064
2014-07-10 17:13:55,-0.06679061841088205,0.058140269705539246,0.6849501473580095,0.682220097353943,0.3414495631136611,-0.5520669078155113,0.33646703242797266,0.6906504050783578,7.366393193699482
2014-07-10 17:13:55,-0.0334830046957498,0.06099111606424765,0.685388590767612,0.6727381694956636,0.3380166813106152,-0.5729288941600738,0.32391443421974425,0.6889111322925703,5.796546395019764
2014-07-10 17:13:55,0.05282170627533146,-0.05362021017810051,0.6846453440050035,0.6627643323343939,0.39707992867410186,-0.5870832564787919,0.24166965053926856,0.6887702858436263,6.27373724182925
2014-07-10 17:13:55,-0.06240850208659895,0.051670509376260707,0.682634737997603,0.6912695166498324,0.3231886897355748,-0.5615031533657683,0.3200152104791395,0.6874262492754778,6.76882701563403
2014-07-10 17:13:55,0.04359834707679565,-0.0477302094017584,0.6840157401187266,0.666491018948202,0.386376516035805,-0.5890574570889474,0.2439553683879977,0.6870636953642171,5.3988853508090875
2014-07-10 17:13:55,-0.05885356776177378,0.047852270196609065,0.6831329310103054,0.6894807822416299,0.32444089781725655,-0.5642668627805737,0.3177377256650079,0.6873312037380448,6.33594254666892
2014-07-10 17:13:55,-0.054284630342691716,0.054113651491996845,0.6831337493533554,0.686422568235533,0.3196341555168453,-0.5704950622496527,0.31810917684457485,0.6874204156662885,6.401948828170343
2014-07-10 17:13:56,-0.06291903495365893,0.07479293919055308,0.6794716804633689,0.6863566417524571,0.3058885498088048,-0.5722529770215268,0.3284406882652565,0.6864652600561634,8.185543280179676
